fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,2.1185925765273197,4.7118918055375705,1.433151154474292,9.90388184573618,9.90388184573618,0.4422914382244706,0.7105545844877073,1,3.2039632790291948,1,1.6682807506829513,1,857.2275120763037,1,1.0,1
10,2.6390573296152584,3.367295829986474,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-1.9423846596717498,4.939046922878445,0.2133712655359028,0.390859659396772,0.4987159946951818,-0.3148973825923642,0.6271646673608238,1,2.508314043556496,1,1.5030433903676574,1,302.40140410136246,1,0.9960881934566146,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,2.1185925765273197,3.9157917378587923,1.5461992827517541,3.873657180281966,3.873657180281966,0.5254331911044049,0.6896027949155765,1,1.6065838519347224,1,1.5159628840143546,1,369.20318189182126,1,0.9957325746799431,1
1355,1.3862943611198906,1.9459101490553128,6.466144724237619,35.5283341,33.9008645899999,4.780471619459692,-0.4228999466420856,2.1185925765273197,3.4927470185424085,1.3526164861885424,3.322941055308622,4.664337463663974,0.4431764782167604,0.6294522796936026,1,1.4233740637363876,1,1.3698282933166486,1,301.9034790858535,1,0.990398293029872,1
1519,0.6931471805599453,1.0986122886681098,2.2144094020903204,35.47581326,33.9001166299999,5.130497009205208,-4.421873160666376,0.4072081111227632,0.4072081111227632,0.4316169365496553,2.0156423015938905,3.1947174628936,0.07937010983383186,0.5840327463548319,1,1.8097180697045054,1,1.2892865346961169,1,170.89962518563007,1,0.9896870554765292,1
1750,1.0986122886681098,0.6931471805599453,4.959426206689514,35.5086712,33.88883598,5.715133645007413,-1.1924218391670918,2.1185925765273197,2.1908751641109925,0.8677708195016465,7.154939594045725,4.514264274889933,0.3706986937003766,0.6224643389304304,1,1.4508601509289403,1,0.5992343590571995,1,221.04406759676618,1,0.9818634423897583,1
29,0.6931471805599453,1.0986122886681098,2.9114807211064,35.47233568,33.8972848599999,5.190530959582707,-1.5553900411763233,0.49032685350199623,0.49032685350199623,0.5609215596202645,2.6501439599188363,4.200378797984026,0.09446564471342948,0.5597261152092137,1,1.6497492575025459,1,0.6135592252175542,1,143.62645944305467,1,0.9786628733997156,1
529,0.6931471805599453,0.6931471805599453,3.167961406066651,35.52882155,33.8971046799999,5.4210132693519375,-8.152543360797848,1.732387328275803,1.732387328275803,0.5843854734643307,4.570402210259985,4.570402210259985,0.3195689149240735,0.6090358336331448,1,1.4501838391427504,1,0.6191237893293721,1,133.09754340542037,1,0.9783072546230441,1
1310,0.6931471805599453,2.302585092994046,3.663330850267561,35.52513744,33.89626839,4.990468388872521,-0.4228999466420856,0.7177156365405781,0.7177156365405781,0.734065535498804,1.5909643736571493,5.28506925081656,0.14381728940331573,0.5636151491045327,1,1.4575036777034545,1,0.7985106867496,1,111.42688187038146,1,0.9761735419630158,1
1002,1.0986122886681098,0.6931471805599453,4.820386398819521,35.5139740899999,33.8947290899999,6.07251836443936,-1.1924218391670918,1.9835180793974398,1.9835180793974398,0.7938035110849037,6.954347552745531,4.387704787704005,0.3266384653544916,0.5998658701048989,1,1.3626523953838636,1,0.7450171995147691,1,191.00436274817275,1,0.9751066856330014,1
1517,1.0986122886681098,1.0986122886681098,5.375278407684165,35.5291301899999,33.8892338,4.243104137227407,-1.1924218391670918,2.1185925765273197,3.2977828495606873,1.2668268875428923,4.892789260714372,4.892789260714372,0.49930251721601215,0.6263755240244562,1,1.3623544553579823,1,0.5547643563600849,1,284.596563011202,1,0.9733285917496445,1
87,1.791759469228055,2.3978952727983707,6.770751579156178,35.4807577099999,33.8945956399999,6.042958756005733,-0.0156274398299077,2.1185925765273197,2.6604150580501242,1.1204365034639918,2.823622722794993,3.7788284060657014,0.3505886209171588,0.6176102397186956,1,1.4209376394080337,1,0.44694736441678323,1,234.9629317866781,1,0.972972972972973,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,2.1185925765273197,4.4633600878687005,1.4633464844662087,8.885696373339394,8.885696373339394,0.5033588219253996,0.6706546480569887,1,2.739895708952255,1,0.32037514835562125,0,716.0615540858247,1,0.9708392603129445,1
1159,2.4849066497880004,2.3978952727983707,5.971289900621244,35.52352312,33.88286884,5.272083664404303,0.8457654036941855,1.9279003710053537,1.9279003710053537,1.1326242678844027,2.4902213071435275,2.4030238323563116,0.36568091360575716,0.6075483538202506,1,1.6658513074143522,1,0.833268626210321,1,93.02166942422816,0,0.9683499288762447,1
